x_0,x_1,x_2,y_0,y_1,y_2,f_res
8,2,2,3,3,1,35.52557302845374
4,3,4,1,3,1,24.802712303496165
1,4,2,1,2,2,0.0
7,7,3,1,3,3,57.75368727622506
8,2,1,3,1,3,34.09080393595904
9,1,9,3,2,3,97.9964690690435
4,3,7,3,2,2,62.91247250744482
8,6,9,2,3,3,107.3768951590611
3,6,6,2,2,2,52.1568008317228
8,1,7,3,2,1,37.815319673381055
7,4,5,1,3,2,46.43211507135982
5,1,9,3,2,3,93.69896308391037
3,8,2,1,3,2,52.52292035863962
3,8,6,2,1,3,68.95097757827658
2,7,3,1,3,1,43.50118019088678
0,3,5,0,3,2,37.353258768278835
1,5,1,3,3,2,32.10258522300035
7,9,8,1,1,2,61.9115164488805
9,7,2,1,3,2,48.96874731908097
5,3,8,2,1,3,91.31121657824957
1,1,5,1,2,1,15.894754672532697
8,7,2,3,1,1,35.98169305355155
4,1,5,3,3,1,25.21693465986697
6,4,5,1,1,3,47.050901596037455
6,2,5,3,1,1,28.35331793635447
1,9,1,2,3,2,49.99048486462199
2,6,7,2,3,3,92.35848839711487
2,9,4,2,2,1,41.02356851859672
4,2,2,3,3,3,30.671506759368704
2,2,8,3,1,2,55.65596725419476
9,3,1,1,1,3,19.653904534468463
4,1,4,2,2,3,38.94252229889584
8,1,5,1,3,1,22.412884525870382
2,9,5,1,2,1,39.87807022662957
5,1,8,1,3,1,38.702646661565666
8,4,1,3,2,3,39.113547691305115
1,3,2,1,1,1,0.0
8,5,6,3,1,2,50.15673200079925
4,4,2,2,1,3,27.372267076184972
5,8,4,2,1,2,39.083302253008256
6,8,6,2,2,2,62.32309820604235
1,6,9,3,1,3,84.86485744405631
2,7,2,2,3,3,51.467675156354204
6,6,5,2,2,2,48.526900168875414
3,7,6,2,1,2,41.37852637540394
2,9,7,1,2,3,85.14085587425112
7,6,1,2,3,1,41.07137122132642
8,1,3,2,3,1,26.66491291941528
7,9,9,3,3,1,88.41650637748587
5,5,9,3,2,2,92.06755931379956
7,3,4,1,2,3,41.96058175240186
8,5,9,2,3,2,96.96532615321829
3,6,2,3,1,3,34.119354184978356
9,7,2,1,2,3,40.40461004637961
5,2,8,1,1,3,80.52725518108761
9,9,8,1,2,1,54.26643714120174
0,3,1,0,1,2,0.0
4,7,1,2,1,1,25.633016830057286
6,9,2,1,2,2,42.94904904651557
2,8,8,1,2,1,48.45470134053041
6,3,7,2,2,3,86.09322725394837
9,6,5,1,3,1,43.43016361930957
8,7,6,2,3,1,56.73256120606578
4,6,9,2,3,2,100.98587641348665
3,8,8,1,3,2,94.07190485474395
9,8,2,3,1,3,50.05706673387884
8,4,3,1,2,2,29.96030757519021
6,7,9,2,1,1,46.33052822923563
6,3,6,3,1,2,42.85094405027735
3,9,4,3,1,2,40.63905917956271
1,7,3,2,1,3,32.211689267872934
1,4,2,2,3,3,32.11014845870383
8,8,3,1,1,2,30.881326696889175
4,7,0,1,3,0,38.326869073797305
3,3,3,1,2,3,32.34332699785227
5,1,8,2,1,3,86.53983703474373
0,8,9,0,1,3,78.56435007049953
6,9,1,2,2,1,44.400717415375176
9,5,6,1,1,1,27.18875825134351
7,3,7,3,1,1,36.28568133575557
2,4,4,1,2,3,43.61935264306429
1,2,1,1,1,2,0.0
4,2,9,2,2,1,42.850423766866065
9,8,1,3,2,2,52.924562775709354
0,1,2,0,1,2,11.217041647867767
4,9,1,1,1,3,27.57535761798929
8,2,0,3,1,0,25.702758937514858
3,6,8,3,2,1,46.2941251780396
6,5,9,3,3,2,104.26435182745827
0,6,3,0,1,2,22.025063211941074
8,9,0,3,3,0,64.6591146320455
8,6,6,1,1,1,28.86000820876529
7,5,1,1,3,3,34.95125571420861
7,3,2,3,2,2,35.637424303672674
7,1,1,1,2,2,14.937142561413813
1,1,7,1,2,1,25.985925726438918
3,3,7,1,3,2,0.0
4,9,5,1,1,2,38.17408376058291
2,2,6,1,3,2,48.10347769132706
6,4,3,1,3,3,39.87126668416743
6,6,1,3,3,2,49.32936221967602
7,8,3,3,3,2,74.69501175446725
9,5,8,1,3,3,91.69805260200458
9,7,2,3,1,3,47.859873307396036
1,3,3,3,2,1,19.411092628958322
8,7,4,2,3,3,74.61119424054276
8,3,6,2,1,2,42.313715246950366
8,6,4,1,3,2,53.0795831276019
5,7,3,2,1,2,34.38010334481268
9,4,6,1,1,3,64.81339542100845
7,5,1,1,1,1,17.17161841673638
2,7,5,1,3,2,62.033396368407885
2,6,6,1,1,1,26.569388526836665
7,8,3,1,1,3,36.843105528714595
2,2,3,1,1,1,0.0
0,2,4,0,3,1,17.141497485634094
3,1,2,3,2,2,21.713661104475218
6,2,2,2,3,3,27.875936344632443
7,8,5,2,1,1,35.6905882411596
1,9,6,3,3,2,81.72975403119723
1,7,5,2,3,1,46.317467914384096
4,2,1,1,2,2,15.306073797025809
1,7,3,3,3,2,51.357731316716084
4,2,4,1,1,3,34.613122409860686
2,2,6,3,3,2,50.8941326873737
8,6,9,2,1,2,72.26155610696465
1,4,6,3,1,1,22.72328790844318
3,5,5,3,3,2,54.37556382236418
6,8,7,2,2,2,75.06707832998431
6,1,7,1,1,3,72.55555530074868
7,5,3,2,1,2,31.561561019696097
5,6,9,3,1,1,48.160289617069374
3,8,3,3,2,2,50.34431984841984
3,8,4,2,3,2,66.25868592871429
2,2,2,1,1,3,18.178372664790434
0,1,6,0,2,3,57.70771613536616
6,1,3,2,3,2,28.579509845516945
4,1,8,3,2,2,72.81291425289885
5,2,3,1,1,1,15.418015033070892
7,5,1,3,2,1,34.605369554449204
3,5,8,3,2,1,43.04005197487568
8,2,4,3,2,1,34.41427815602123
5,3,0,3,1,0,0.0
3,9,9,3,1,3,99.75093526378588
4,5,1,1,1,1,16.966742255365347
1,7,2,3,2,3,37.656856387648716
6,6,5,3,2,2,53.510681559853076
4,3,7,1,3,2,0.0
0,3,4,0,3,3,41.972293647119166
3,6,0,2,1,0,20.263600570974546
