x_0,x_1,x_2,y_0,y_1,y_2,f_res
8,5,4,1,3,2,46.94692328577028
6,2,0,1,3,0,14.602498443074733
8,2,3,3,2,3,47.18269633032856
0,5,2,0,1,3,19.888830188827093
4,3,6,3,2,3,75.44549193954533
2,3,8,2,1,1,31.637045883584012
1,5,9,2,1,1,0.0
1,8,1,1,3,2,45.26806833740534
1,4,7,3,2,1,30.52377327657903
8,9,4,2,3,3,84.93016417033468
7,3,8,1,3,2,77.05214791944479
7,5,8,1,3,1,50.430996113501465
3,3,8,3,1,1,35.04512184313246
6,2,9,3,2,3,96.42530345816911
6,1,7,2,1,1,28.136134169427045
3,9,1,1,1,1,0.0
4,6,2,2,1,1,24.72229193743978
9,2,1,1,1,2,17.726061453408086
4,6,5,1,1,3,48.63721885552257
7,4,1,3,1,2,29.940757689143407
3,7,7,1,3,2,87.62009309513428
7,2,2,2,3,3,29.677748735374117
7,7,8,1,1,2,60.346578668554194
6,4,4,1,2,2,33.74261308790414
1,8,2,2,3,2,50.35344679364065
4,1,8,1,2,2,61.969146540839176
1,9,7,1,2,1,44.203601993955196
2,4,3,3,3,2,39.30707932421334
5,5,7,2,2,3,93.52541642783527
8,8,7,2,3,2,101.48445580481771
2,8,1,3,1,1,23.41984030773908
5,9,7,3,3,3,115.73236977181449
2,1,2,3,2,1,15.057211153796045
2,4,3,3,1,1,0.0
2,2,7,3,3,1,32.75627187639033
3,4,9,3,3,2,92.87042591158931
2,6,5,3,1,1,27.716124927557964
9,2,1,2,1,2,26.211554036340537
9,6,4,1,1,2,31.807105656598182
9,6,6,3,2,2,66.49293419604824
8,7,1,3,3,2,58.53508880150435
9,3,9,1,3,1,0.0
9,4,9,2,3,2,89.16035113210356
5,6,9,3,2,3,111.52682052762019
6,9,1,3,1,2,0.0
4,1,2,2,2,1,16.66006316104474
7,5,3,3,3,2,54.381535404951556
4,1,5,1,1,1,16.302222064798407
3,6,4,2,3,1,42.7775326310436
5,4,4,3,1,2,34.96333520990239
9,6,1,2,1,2,30.004830694406525
4,7,2,2,3,2,53.3735232582598
6,5,9,2,1,3,99.35750100520846
6,6,9,3,3,2,109.6849822400496
4,5,7,1,2,3,87.01352489699518
2,3,1,1,2,3,19.11747658139013
7,9,5,2,1,2,45.832866689745686
5,1,9,3,1,1,40.79003106152286
1,7,1,1,2,3,30.939576548653665
5,7,9,3,2,1,60.860366717593806
7,1,6,3,2,3,75.89083646264547
6,2,1,3,2,3,29.95169609554691
7,2,2,3,3,1,32.69064538977474
2,6,5,3,3,3,74.43610594328534
8,9,1,1,1,2,27.35647386360311
5,1,8,3,3,2,75.67723395447273
8,2,5,1,1,2,30.641096296477382
5,6,4,3,2,3,62.75531080315036
3,5,1,2,1,2,22.211375454933
0,8,9,0,3,3,95.91609252362191
9,2,4,2,3,3,46.80661446847016
6,8,6,2,2,2,62.32309820604235
4,4,5,2,2,1,27.87123371865695
5,5,9,2,3,3,104.22761600938593
9,2,3,3,2,1,36.12892436815688
8,3,2,3,1,3,39.33292445267705
6,7,5,1,2,2,48.5449353383028
6,7,8,3,1,3,104.55878840633149
1,4,9,1,3,2,83.39912209370073
8,4,6,2,2,1,34.39826155491001
2,8,4,2,3,1,52.87401413738132
2,3,6,1,3,3,68.90719899981424
9,5,4,1,3,1,36.32005870039309
2,3,2,2,1,2,19.266190172423816
9,4,9,2,1,3,96.12749793373382
0,5,2,0,3,2,32.90711255944526
8,4,6,2,1,1,30.82609955865322
7,9,4,3,1,2,49.10438821531127
8,7,1,2,2,3,43.28859020573435
1,2,4,2,2,2,25.33114993224745
4,9,4,1,3,2,65.99526642116085
4,2,1,3,1,3,23.24156604469673
3,6,1,1,2,1,27.118905037630114
3,7,4,1,3,2,57.01595077695363
7,9,7,2,1,3,91.21229041088706
7,2,9,3,2,1,50.91689672397563
4,1,7,1,3,3,67.50481052488037
1,2,7,1,3,1,30.211759381571937
4,1,5,2,2,3,51.04880141590006
6,2,3,2,2,1,22.743382498872066
3,3,9,3,3,2,88.21688181408364
3,9,8,1,2,1,51.512073041181324
8,1,2,3,2,3,39.847017793054476
7,8,6,1,2,3,82.15029509989601
4,1,5,2,2,2,33.71915669170865
5,8,5,2,3,2,74.87325218661202
3,7,8,1,2,1,46.14499979412721
8,1,8,2,1,1,35.58196780674166
5,4,5,1,1,2,30.51735740934985
5,6,7,1,1,3,81.09350847632626
5,3,5,1,2,3,52.423775808310495
8,7,6,1,2,3,80.21813379778914
8,6,6,2,1,1,34.80542371527748
8,3,9,2,1,3,94.68158953038336
5,1,8,3,2,1,39.85903639076088
5,7,8,2,3,1,63.14860395131471
9,8,9,3,2,1,70.3633370300187
6,5,3,1,1,2,0.0
4,7,4,2,3,3,71.66844397641127
1,2,4,1,1,2,21.618718998127527
7,5,6,2,3,3,84.50799368698799
7,4,7,2,1,2,50.43458372981778
5,4,4,3,3,2,49.41554639989322
6,1,8,3,3,3,80.9926842745689
8,5,6,3,2,3,88.4595315045247
2,6,3,1,2,1,29.179380367135966
1,1,1,3,1,1,7.28036411864132
5,2,8,2,1,3,88.95505317855753
9,5,3,2,1,3,40.521956751864785
1,7,8,3,1,2,57.90442827625535
8,6,3,2,3,3,59.04326084321563
2,7,2,2,3,2,48.95168466968221
2,9,1,2,1,2,25.73419730553102
0,2,6,0,2,1,147.90041539011614
9,3,9,2,2,2,80.28907002201483
4,1,4,2,3,3,37.069494250663844
1,6,7,1,3,2,81.52325364581569
6,7,2,1,1,2,25.94257393629244
5,2,8,2,3,1,43.383916443769806
1,6,7,2,2,3,84.28353650624777
4,5,8,1,2,1,39.63363656037634
6,2,7,2,2,1,31.550561532245347
9,5,9,1,1,3,88.73545856082562
1,6,7,1,1,3,73.97149652399902
4,8,5,1,3,3,78.82937611702886
5,1,4,2,2,3,39.580191737787224
0,1,8,0,1,3,65.21306999129852
8,9,7,1,1,3,81.03115988926729
6,9,3,2,2,2,53.718537601092606
8,7,4,3,3,3,83.69157304053975
