x_0,x_1,x_2,y_0,y_1,y_2,f_res
1,7,1,1,3,2,40.68511928211591
6,1,4,2,2,3,40.47765424280414
9,2,8,3,1,1,44.92480933738061
4,3,4,2,1,2,27.830649278268734
5,4,2,3,1,2,29.298651487739157
2,2,5,1,3,1,19.710479311269932
3,2,5,3,2,1,23.02081794897827
3,6,8,1,3,2,90.93236032348439
2,5,0,2,1,0,0.0
4,1,7,3,1,1,28.98044766734979
3,4,1,2,2,1,23.25638803339848
9,1,9,1,2,1,37.866280329601956
3,1,2,3,1,3,23.362770803994973
7,9,8,3,1,2,71.80883362094109
3,4,5,1,1,1,20.32857177103202
2,9,7,3,3,2,96.18931952145206
7,2,3,1,2,2,23.951162223366115
4,7,5,2,1,2,38.92521848365145
4,4,5,1,1,1,21.1460160801036
8,9,7,2,2,2,80.07091415738925
5,3,4,2,2,2,33.66726727847094
4,1,9,3,1,1,39.23090915337038
3,8,3,3,3,1,57.1738209148208
0,9,4,0,3,1,49.17739418676024
5,1,4,2,2,2,30.055126051973232
9,4,7,2,3,2,80.061591496797
1,3,2,3,2,1,0.0
3,7,5,2,2,2,49.26105257706132
1,1,4,2,2,3,34.045269308525086
8,4,6,2,2,1,34.39826155491001
3,2,9,2,2,3,88.69461874319094
8,4,7,1,1,3,78.27888898675045
6,2,5,3,1,3,53.635055523416774
5,4,8,3,2,1,43.6183127252763
5,6,7,1,3,1,46.58261259311246
6,6,1,1,2,2,30.543798339433817
2,3,9,3,3,1,51.25650700155055
8,9,3,3,1,1,41.569233117775944
8,1,1,2,2,2,25.263224437905784
7,5,3,1,2,3,38.948361531648544
7,6,8,3,3,2,106.50937509909632
1,7,4,2,1,2,30.38451220868948
6,2,2,1,1,3,20.201508721875207
6,4,3,1,3,2,36.523428590426725
6,9,5,2,3,1,65.93221560056966
1,8,4,1,3,1,48.39154353810178
4,8,4,1,2,3,56.485481647942066
3,4,1,2,2,2,26.094001383651378
6,2,1,3,3,3,31.850200956979847
8,6,3,2,2,2,43.85392281199026
6,9,3,2,3,2,71.41218699913902
7,3,5,1,3,3,54.82473337828466
3,3,4,3,2,3,45.943826941168055
4,8,3,2,2,3,54.885130745949766
7,6,3,2,1,2,33.608059107898505
4,7,8,3,1,1,43.411555489293406
8,1,4,1,2,3,37.1497048978858
4,5,8,1,3,3,94.80046076892242
4,7,8,2,2,1,0.0
9,2,7,2,1,3,80.2296898722661
9,8,6,2,1,1,39.48272600771127
7,8,2,3,3,1,63.317437685048496
9,6,2,1,2,2,33.2728419886249
2,4,8,3,1,2,57.34345586028104
7,4,9,2,1,2,69.0662002863919
6,8,7,2,1,2,54.14869539518011
7,3,7,1,2,2,59.51698708772143
7,6,3,3,2,3,57.36069181939841
5,9,0,1,2,0,35.174226425182404
4,9,5,1,3,1,58.099657899164946
5,7,0,1,1,0,0.0
7,2,4,3,1,1,29.43405189572105
1,7,1,1,1,1,15.761848242195457
6,3,6,1,3,2,53.875007396751236
5,8,6,3,3,3,106.03709423121704
3,8,8,2,3,2,99.67418236434148
4,8,3,3,1,2,39.38255000631625
3,2,5,2,1,1,18.40433736405633
3,5,3,1,1,3,31.70129367549533
1,6,9,1,3,3,96.45547884905243
6,5,6,3,2,1,39.94837404701223
1,6,5,1,3,2,54.709201419870865
0,5,3,0,2,1,23.139444817886186
4,9,6,1,3,3,90.12567521522378
7,1,4,2,3,2,36.30187805059127
8,1,5,2,2,3,55.162419988611816
6,7,7,1,3,1,53.53939482287785
9,1,7,1,1,1,24.6695753244761
2,1,3,2,3,3,25.9275092710426
2,3,5,1,1,2,27.580295469229476
6,2,7,3,2,1,35.020619797485026
7,2,9,3,2,2,84.00358231051815
1,8,2,3,3,1,46.215260996774646
3,3,1,3,1,3,22.575367181067065
0,3,9,0,1,2,52.709276308444984
9,8,6,2,3,1,64.89291728686575
9,4,5,3,3,2,63.31680688411253
4,8,2,3,3,1,58.2519289809359
8,2,8,1,3,3,75.87267336136246
3,5,2,2,1,3,28.31227765475607
1,3,9,1,1,1,29.098675503190865
4,3,6,2,1,1,0.0
5,3,4,2,3,1,29.020664024277597
8,2,2,3,3,2,40.383958609824276
2,5,3,1,1,2,24.64844742291084
3,7,5,1,3,2,62.82486888167774
7,6,9,3,1,1,50.31286462725016
9,5,2,2,1,3,35.15566423778677
3,7,5,2,2,3,68.90621727391513
7,6,1,2,1,1,0.0
2,1,1,3,1,3,14.625325841840244
1,3,8,3,3,3,82.63784539785631
2,6,7,1,2,2,63.69957031252252
7,2,2,2,2,2,26.678863356597486
4,5,8,2,2,1,0.0
8,9,3,1,2,1,40.32002868302551
9,2,3,3,1,1,33.454987400984024
0,2,6,0,2,1,147.90041539011614
8,5,1,3,2,3,42.12345523577096
6,1,1,2,2,2,20.879850487012593
7,4,7,3,3,3,93.40618762159174
5,8,1,2,2,3,46.535166272400915
8,8,6,3,3,3,109.99571004816507
7,6,1,1,2,3,32.382328529616274
2,6,3,2,1,2,28.242699207051725
2,6,2,3,1,1,22.960107670697017
4,9,4,3,2,1,51.41539619608119
8,6,1,2,3,1,41.66696449226893
4,1,2,3,3,1,0.0
9,7,5,3,1,3,67.59253246476271
8,3,3,2,2,3,38.82262780904971
8,9,2,2,3,2,67.95889124316258
1,7,6,1,2,2,52.51731947653079
7,2,2,3,3,3,39.349758652372955
5,2,0,2,2,0,16.464449050605975
0,7,9,0,1,3,78.60755755014908
3,2,3,1,1,3,27.413754048105123
3,8,6,1,2,1,42.12052422513281
6,2,7,1,1,3,75.49065310354653
3,2,7,2,1,3,79.1627943228383
6,8,2,1,3,3,57.24571425879845
8,6,2,1,2,3,36.41307136180633
2,5,6,2,1,3,63.347090548816844
2,1,6,1,3,3,58.502042980053275
9,8,2,3,3,2,71.75418605907254
9,5,9,3,1,2,78.16825732994181
5,2,2,1,2,2,18.945018904714768
5,1,1,1,2,3,12.978469877839991
3,9,2,3,2,2,49.4690613313008
8,4,3,3,3,2,50.98086057531787
