x_0,x_1,x_2,y_0,y_1,y_2,f_res
5,7,3,3,1,1,33.589346599777734
4,8,5,1,2,3,67.91649243740433
1,8,8,1,2,1,46.81764117295958
6,3,2,1,3,2,25.99348835458604
6,1,1,3,3,2,28.31453171076647
3,1,5,3,2,2,34.11006392547513
1,3,3,3,3,1,23.655888778272526
9,3,0,3,3,0,36.10723640767873
1,4,2,1,1,1,13.896722176470249
4,5,7,3,2,1,37.875120501458476
1,1,1,3,3,3,11.882642740148338
8,7,3,2,1,3,43.36031460909849
2,2,8,3,3,2,76.6739624514085
3,6,7,3,3,3,99.04011698801652
7,8,4,1,1,2,34.51794640994739
6,5,8,2,3,3,100.39841174540561
6,4,1,3,2,2,32.75423241353704
9,9,8,3,2,2,100.86499932087443
8,6,2,2,2,2,40.004300281344754
3,1,5,1,1,1,15.673958080842247
9,8,0,3,3,0,60.178195079281
7,5,6,1,1,1,26.78824893138781
8,2,7,3,2,3,87.05690567668942
3,8,6,2,2,3,85.11611059605579
5,1,8,2,3,1,42.06332762633028
5,5,5,1,2,2,39.911707117085335
9,1,4,2,2,1,27.146155307888446
5,5,4,3,2,1,36.78620310659963
4,6,6,1,2,3,78.53460888041654
2,7,5,2,2,3,66.55497927277868
7,4,6,3,1,1,34.972720754896955
1,6,7,3,3,2,82.91428554235995
5,1,4,3,1,1,23.790607509897683
7,7,8,1,1,3,87.0330883572449
4,4,4,2,1,3,39.98192424083663
2,5,1,3,3,3,37.75359990782336
6,2,2,1,2,3,20.90808977046923
3,8,5,1,1,1,27.229246321740156
9,6,3,1,1,1,21.95373003865175
4,7,3,3,3,1,53.49898451372698
3,7,5,3,1,1,32.82283598350392
3,9,0,3,1,0,27.00091242902728
9,7,3,2,1,2,37.574895049753636
